pytanie,odpowiedz_wygenerowana
Na ile dni przed egzaminem dyplomowym promotor i recenzent muszą zamieścić recenzje pracy w systemie APD?,Promotor oraz recenzent mają obowiązek zamieścić recenzje pracy dyplomowej w systemie APD co najmniej 3 dni przed wyznaczonym terminem egzaminu dyplomowego.
Jakie przedmioty są wymagane jako wstępne do wzięcia udziału w zajęciach Gry kombinatoryczne?,"Wymaganiami wstępnymi dla przedmiotu Gry kombinatoryczne są matematyka dyskretna, algebra liniowa oraz rachunek prawdopodobieństwa."
Do kogo pracownik składa wniosek o wyrażenie zgody na odbycie przez studenta praktyk wewnętrznych na Wydziale MiNI?,"Pracownik składa wniosek o wyrażenie zgody na odbycie przez studenta praktyk wewnętrznych do Prodziekana ds. Studenckich. Funkcję tę na Wydziale Matematyki i Nauk Informacyjnych Politechniki Warszawskiej pełni dr hab. inż. Agata Pilitowska, prof. uczelni."
Pod jakim numerem telefonu należy kontaktować się z dziekanatem w sprawach toku studiów dla kierunku Inżynieria i Analiza Danych?,W sprawach toku studiów dla kierunku Inżynieria i Analiza Danych z dziekanatem należy kontaktować się pod numerem telefonu 22 234-59-22.
Czy absolwent specjalności Statystyka matematyczna i analiza danych (SMAD) potrafi przeprowadzić nieparametryczną estymację funkcji regresji?,"Tak, absolwent specjalności Statystyka Matematyczna i Analiza Danych posiada wiedzę oraz umiejętności pozwalające na przeprowadzenie nieparametrycznej estymacji funkcji regresji. Absolwent zna podstawy estymacji nieparametrycznej i różne metody wygładzania, a program studiów obejmuje metody regresji nieliniowej i nieparametrycznej. Dodatkowo zna on współczesne metody estymacji i prognozy dla danych regresyjnych niskiego i wysokiego wymiaru, a także metody adaptacji klasycznych estymatorów regresji w problemach o wysokiej i bardzo wysokiej wymiarowości."
Jaki dokument potwierdzający tożsamość powinien leżeć na stole studenta w trakcie trwania sprawdzianu lub egzaminu?,"Osoba przystępująca do weryfikacji osiągnięcia efektów uczenia się, w tym do sprawdzianu lub egzaminu, jest zobowiązana na wezwanie okazać dokument tożsamości lub legitymację studencką."
"Ile minimalnie punktów ECTS należy uzyskać, aby zarejestrować się na 4 semestr studiów pierwszego stopnia?","Aby zarejestrować się na czwarty semestr studiów pierwszego stopnia, należy uzyskać co najmniej 45 punktów ECTS."
Jaki odsetek najlepszych studentów danego kierunku może otrzymać stypendium rektora?,Stypendium rektora może otrzymać nie więcej niż 8% najlepszych studentów danego kierunku studiów.
Pod jakim numerem telefonu jest dostępne Całodobowe Centrum Kierowania Straży Akademickiej PW?,Całodobowe Centrum Kierowania Straży Akademickiej Politechniki Warszawskiej jest dostępne pod numerem telefonu 22 234 66 66. W razie konieczności interwencji można również dzwonić pod numer alarmowy 6666.
Ile punktów można maksymalnie uzyskać za aktywność w czasie wystąpień kolegów na zajęciach z przedmiotu Matematyka popularna?,Za aktywność w czasie wystąpień kolegów na zajęciach z przedmiotu Matematyka popularna można uzyskać maksymalnie 20 punktów.
W jaki sposób należy złożyć podanie o urlop zdrowotny?,"Podanie o urlop zdrowotny należy złożyć za pośrednictwem systemu USOSweb, w którym dostępny jest odpowiedni formularz. Urlop zdrowotny jest udzielany przez dziekana na podstawie orzeczenia uprawnionego lekarza. Wzór wniosku o udzielenie tego urlopu określają wewnętrzne akty prawne Uczelni."
"Czy mogę ubiegać się o dofinansowanie kosztów zakwaterowania i dojazdów, jeśli odbywam praktykę poza siedzibą Uczelni i miejscem stałego zamieszkania?","Tak, student odbywający praktykę poza stałym miejscem zamieszkania i siedzibą Uczelni może ubiegać się o dofinansowanie poniesionych i należycie udokumentowanych kosztów zakwaterowania oraz dojazdów. Dofinansowanie to nie przysługuje jednak studentowi, który uzyskał zaliczenie praktyk na podstawie §7."
"Ile minimalnie punktów z zadania projektowego trzeba zdobyć, aby zaliczyć przedmiot Wnioskowanie rozmyte?","Aby zaliczyć przedmiot Wnioskowanie rozmyte, wymagane jest uzyskanie minimum 16 punktów z zadania projektowego."
Na ile dni przed terminem egzaminu dyplomowego promotor oraz recenzent muszą zamieścić recenzje w systemie APD?,Promotor oraz recenzent mają obowiązek zamieścić recenzje pracy dyplomowej w systemie APD co najmniej 3 dni przed terminem egzaminu dyplomowego.
Ile czasu czeka się na wydanie duplikatu elektronicznej legitymacji studenckiej (ELS)?,Czas oczekiwania na wydanie duplikatu elektronicznej legitymacji studenckiej wynosi od 7 do 10 dni roboczych.
Z czego składa się część opisowa Zespołowej Pracy Przejściowej (ZPP)?,"Wait, ""ZPP"" in the context: ""W przypadku prac indywidualnych pojęcie ZPP odnosi się do jednoosobowego projektu programistycznego.""
        So ZPP = Zespołowy Projekt Programistyczny.
        The user asks: ""Z czego składa się część opisowa Zespołowej Pracy Przejściowej (ZPP"
W jakich pokojach w Gmachu MiNI można znaleźć dr. inż. Krzysztofa Kaczmarskiego?,Dr inż. Krzysztof Kaczmarski jest dostępny w pokoju 28 w Gmachu MiNI na Kampusie Głównym Politechniki Warszawskiej.
Pod jakim numerem telefonu można skontaktować się z dziekanatem w sprawach dotyczących kierunku Inżynieria i Analiza Danych?,W sprawach dotyczących kierunku Inżynieria i Analiza Danych z dziekanatem można skontaktować się telefonicznie pod numerem 22 234-59-22.
Jakie przedmioty stanowią wymagania wstępne do uczestnictwa w zajęciach z przedmiotu Gry kombinatoryczne?,"Wymaganiami wstępnymi do uczestnictwa w zajęciach z przedmiotu Gry kombinatoryczne są matematyka dyskretna, algebra liniowa oraz rachunek prawdopodobieństwa."
Do kogo nauczyciel akademicki składa wniosek o wyrażenie zgody na odbycie przez studenta praktyki wewnętrznej na Wydziale MiNI?,"Nauczyciel akademicki składa wniosek o wyrażenie zgody na odbycie przez studenta praktyki wewnętrznej na Wydziale Matematyki i Nauk Informacyjnych do Prodziekana ds. Studenckich, którym jest dr hab. inż. Agata Pilitowska, prof. uczelni."
Jakie są konsekwencje stwierdzenia niesamodzielności pracy studenta podczas sprawdzianu?,"W przypadku stwierdzenia niesamodzielności pracy studenta podczas weryfikacji osiągnięcia efektów uczenia się, student traci prawo do zaliczenia przedmiotu w jego bieżącej realizacji."
"Ile punktów ECTS musi uzyskać student pierwszego stopnia, aby zarejestrować się na czwarty semestr studiów?","Aby zarejestrować się na czwarty semestr studiów pierwszego stopnia, student musi uzyskać co najmniej 45 punktów ECTS."
"Jaki jest maksymalny próg dochodowy na osobę w rodzinie, aby móc otrzymać stypendium socjalne?","Maksymalny próg dochodowy na osobę w rodzinie studenta, który uprawnia do ubiegania się o stypendium socjalne w roku akademickim 2025/2026, wynosi 1 908,90 zł netto."
"Ile tygodni praktyk studenckich musi zaliczyć do końca 3 semestru student na kierunku Matematyka (studia drugiego stopnia, specjalność: Indywidualne Studia Matematyczne)?",Nie mam tej informacji w dostępnych zasobach.
"Ile minimum punktów trzeba uzyskać, aby zaliczyć przedmiot Systemy wspomagania decyzji?","Do zaliczenia przedmiotu wymagane jest uzyskanie minimum 27 punktów, przy czym co najmniej 16 punktów musi pochodzić z zadania projektowego, a minimum 11 punktów z aktywności na zajęciach."
Czy muszę złożyć w dziekanacie wydrukowany egzemplarz pracy dyplomowej?,"Nie, w dziekanacie nie składa się wydrukowanego ani papierowego egzemplarza pracy dyplomowej."
W jakich godzinach i dniach otwarty jest dziekanat dla studentów?,"Dziekanat Wydziału Matematyki i Nauk Informacyjnych jest otwarty dla studentów w poniedziałki, wtorki, czwartki oraz piątki w godzinach od 11:00 do 14:00. W środy dziekanat jest nieczynny."
Pod jakim adresem e-mail można skontaktować się z dr hab. inż. Agnieszką Jastrzębską?,Z dr hab. inż. Agnieszką Jastrzębską można skontaktować się pod adresem e-mail agnieszka.jastrzebska.mini@pw.edu.pl.
Czego dotyczy efekt uczenia się o symbolu MAD2SMAD_U05 dla specjalności Statystyka matematyczna i analiza danych (SMAD)?,"ności Statystyka matematyczna i analiza danych (SMAD)."" -> Yes, spaces are correct.

6.  **Final Polish:**
    W dostępnych zasobach nie ma informacji o tym, czego dokładnie dotyczy efekt uczenia się o symbolu MAD2SMAD_U05 dla specjalności Statystyka matematyczna i analiza danych (SMAD).W dostęp"
Do kogo pracownik składa wniosek o wyrażenie zgody na odbycie przez studenta praktyk wewnętrznych na wydziale?,"Pracownik składa wniosek o wyrażenie zgody na odbycie przez studenta praktyk wewnętrznych na wydziale do Prodziekana ds. Studenckich. Obecnie funkcję tę na Wydziale Matematyki i Nauk Informacyjnych Politechniki Warszawskiej pełni dr hab. inż. Agata Pilitowska, prof. uczelni."
Ile punktów ECTS otrzymam za zaliczenie przedmiotu Siła nauki - granice poznania?,Za zaliczenie przedmiotu Siła nauki - granice poznania można uzyskać 4 punkty ECTS.
Gdzie studenci powinni odłożyć swoje torby w trakcie pisania sprawdzianu lub egzaminu?,W trakcie pisania sprawdzianu lub egzaminu torby powinny być odłożone pod ścianą sali z dala od studentów.
Ile maksymalnie razy można powtarzać rok w ciągu realizacji danego programu studiów?,W ciągu realizacji danego programu studiów rok można powtarzać maksymalnie jeden raz.
Pod jakim adresem e-mail można skontaktować się z dziekanatem w sprawach socjalnych?,W sprawach socjalnych z dziekanatem można skontaktować się pod adresem e-mail wks.wmini@pw.edu.pl.
W jakim pokoju na wydziale urzęduje dr hab. inż. Jerzy Balicki?,"Dr hab. inż. Jerzy Balicki urzęduje w pokoju 403, który znajduje się w Gmachu MiNI na Kampusie Głównym Politechniki Warszawskiej."
Kto ustala zasady dofinansowania kosztów zakwaterowania i dojazdów dla studenta odbywającego praktykę poza stałym miejscem zamieszkania?,Zasady dofinansowania poniesionych kosztów zakwaterowania i dojazdów dla studenta odbywającego praktykę poza stałym miejscem zamieszkania ustala Dziekan w porozumieniu z Wydziałową Radą Samorządu Studentów.
Jakie są wymagania wstępne dla przedmiotu Gry kombinatoryczne?,"Wymaganiami wstępnymi dla przedmiotu Gry kombinatoryczne są matematyka dyskretna, algebra liniowa oraz rachunek prawdopodobieństwa."
Do czego służy system Fair Play wykorzystywany na wydziale?,System Fair Play wykorzystywany na Wydziale Matematyki i Nauk Informacyjnych służy do ograniczania ściągania podczas zajęć w laboratoriach komputerowych. Działa on jako usługa ograniczania komunikacji elektronicznej w trakcie punktowanych zaliczeń.
Ile punktów ECTS przypisano do przedmiotu Seminarium dyplomowe na 6 semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych?,"2 Wichrowski.
    26. MAD lic sem 6 czw 16:15-18:00 Analiza zależności lab gr 1 sala 301 Rudaś.
    27. MAD lic sem 6 śr 12:15-14:00 Analiza zależności lab gr 3 sala 302 Wich"
Jakie wstępnie proponowane tematy referatów zaplanowano w ramach przedmiotu Matematyka popularna?,"W ramach przedmiotu Matematyka popularna wstępnie zaproponowano następujące tematy referatów: O pierwiastkach wielomianów czyli popularnie o twierdzeniu Galois, O systemach głosowania, Matematyka Gardnera oraz O pokrywaniu wielokątów na płaszczyźnie innymi wielokątami."
"Ile minimalnie punktów należy uzyskać, aby zaliczyć przedmiot Systemy wspomagania decyzji?",Nie mam tej informacji w dostępnych zasobach.
Przez jaki łączny okres student może otrzymywać świadczenia pomocy materialnej?,"Student może otrzymywać świadczenia pomocy materialnej przez łączny okres 12 semestrów studiowania, bez względu na okres ich pobierania. W ramach tego limitu świadczenia przysługują na studiach pierwszego stopnia przez okres nie dłuższy niż 9 semestrów, natomiast na studiach drugiego stopnia przez okres nie dłuższy niż 7 semestrów. Łączny okres ten może zostać wydłużony maksymalnie o 2 semestry w przypadku jednolitych studiów magisterskich trwających 11 lub 12 semestrów. Dodatkowo student, którego niepełnosprawność powstała w trakcie studiów, może otrzymać świadczenie przez dodatkowy okres 12 semestrów."
W jakim terminie promotor i recenzent powinni zamieścić recenzje pracy dyplomowej w systemie APD?,Promotor oraz recenzent są zobowiązani do zamieszczenia recenzji pracy dyplomowej w systemie APD co najmniej 3 dni przed planowanym terminem egzaminu dyplomowego.
W jakim zakładzie na wydziale pracuje dr inż. Marek Kozłowski?,"Nie mam tej informacji w dostępnych zasobach. Z udostępnionych materiałów wynika jedynie, że dr inż. Marek Kozłowski jest pracownikiem dydaktycznym na Wydziale Matematyki i Nauk Informacyjnych Politechniki Warszawskiej."
Jaki jest całodobowy numer telefonu do Centrum Kierowania Straży Akademickiej PW?,"Całodobowy numer telefonu do Centrum Kierowania Straży Akademickiej Politechniki Warszawskiej to 22 234 66 66. Dodatkowo, w przypadku konieczności pilnej interwencji lub zagrożenia, można dzwonić pod numer alarmowy 6666."
W jakie dni tygodnia i w jakich godzinach otwarty jest dziekanat na wydziale?,"Dziekanat Wydziału Matematyki i Nauk Informacyjnych jest otwarty w poniedziałki, wtorki, czwartki oraz piątki w godzinach od 11:00 do 14:00. W środy dziekanat jest nieczynny."
Jaki jest bezpośredni link do zbiórki na portalu zrzutka.pl organizowanej w ramach akcji Szlachetna Paczka na PW?,"Bezpośredni link do zbiórki na portalu zrzutka.pl, która jest organizowana w ramach akcji Szlachetna Paczka na Politechnice Warszawskiej, to https://zrzutka.pl/ufdk93."
"Ile punktów ECTS, nie wliczając praktyk, trzeba minimalnie uzyskać, aby zarejestrować się na 3 semestr studiów pierwszego stopnia?","Aby zarejestrować się na trzeci semestr studiów pierwszego stopnia, należy uzyskać co najmniej 40 punktów ECTS."
Ile punktów ECTS przypisano do przedmiotu Wstęp do uczenia maszynowego na 5 semestrze studiów inżynierskich na kierunku Inżynieria i Analiza Danych?,Nie mam tej informacji w dostępnych zasobach.
Jaki dokument tożsamości powinien leżeć na stole studenta podczas sprawdzianu lub egzaminu?,Podczas sprawdzianu lub egzaminu na stole studenta powinna leżeć osobista legitymacja studencka lub dowód osobisty.
Czy porozumienie w sprawie praktyk studenckich można dostarczyć w formie skanu?,"Porozumienie w sprawie organizacji praktyk studenckich nie może zostać dostarczone w formie skanu. Wymagane jest dostarczenie trzech fizycznych egzemplarzy tego dokumentu, przy czym każdy egzemplarz musi być podpisany przez pracodawcę oraz studenta. Porozumienie w sprawie praktyk stanowi pod tym względem wyjątek od dokumentów, które mogą być przedkładane w formie elektronicznej jako skan PDF."
