pytanie|odpowiedz
Ile punktów ECTS musi uzyskać student pierwszego stopnia, aby zarejestrować się na czwarty semestr studiów?|Zgodnie z warunkami rejestracji, student musi uzyskać do końca zimowej lub jesiennej sesji egzaminacyjnej co najmniej 45 punktów ECTS, aby zarejestrować się na 4 semestr studiów pierwszego stopnia.
Jaki jest maksymalny próg dochodowy na osobę w rodzinie, aby móc otrzymać stypendium socjalne?|Stypendium socjalne może otrzymać student, którego próg dochodowy na osobę w rodzinie nie przekracza kwoty 1908,90 zł netto.
Ile tygodni praktyk studenckich musi zaliczyć do końca 3 semestru student na kierunku Matematyka (studia drugiego stopnia, specjalność: Indywidualne Studia Matematyczne)?|Zgodnie z planem studiów, student ma obowiązek zaliczyć 3 tygodnie praktyk do końca trzeciego semestru.
Ile minimum punktów trzeba uzyskać, aby zaliczyć przedmiot Systemy wspomagania decyzji?|Aby zaliczyć przedmiot Systemy wspomagania decyzji, należy uzyskać minimum 51 punktów ze 100 możliwych do zdobycia z ćwiczeń i prezentacji projektowych.
Czy muszę złożyć w dziekanacie wydrukowany egzemplarz pracy dyplomowej?|Nie, w dziekanacie nie składa się wydrukowanego egzemplarza pracy dyplomowej. Należy jednak zapytać promotora oraz recenzenta, czy życzą sobie otrzymać wydrukowaną pracę i w razie potrzeby dostarczyć im taki egzemplarz.
W jakich godzinach i dniach otwarty jest dziekanat dla studentów?|Dziekanat jest otwarty w poniedziałki, wtorki, czwartki i piątki w godzinach 11:00 – 14:00. W środy jest nieczynny.
Pod jakim adresem e-mail można skontaktować się z dr hab. inż. Agnieszką Jastrzębską?|Z dr hab. inż. Agnieszką Jastrzębską można skontaktować się pod adresem e-mail: agnieszka.jastrzebska.mini@pw.edu.pl.
Czego dotyczy efekt uczenia się o symbolu MAD2SMAD_U05 dla specjalności Statystyka matematyczna i analiza danych (SMAD)?|Zgodnie z wykazem efektów uczenia się, symbol MAD2SMAD_U05 dotyczy umiejętności skonstruowania algorytmu Metropolis-Hastingsa dla zadanego rozkładu oraz zdiagnozowania jego zbieżności.
Do kogo pracownik składa wniosek o wyrażenie zgody na odbycie przez studenta praktyk wewnętrznych na wydziale?|Pracownik składa wniosek o wyrażenie zgody na odbycie przez studenta praktyk wewnętrznych pod jego opieką do Prodziekana ds. Studenckich.
Ile punktów ECTS otrzymam za zaliczenie przedmiotu Siła nauki - granice poznania?|Za zaliczenie przedmiotu Siła nauki - granice poznania przysługują 3 punkty ECTS.
Gdzie studenci powinni odłożyć swoje torby w trakcie pisania sprawdzianu lub egzaminu?|Zgodnie z obowiązującą procedurą, wszystkie torby powinny zostać odłożone pod ścianą sali, z dala od studentów piszących sprawdzian lub egzamin.
Ile maksymalnie razy można powtarzać rok w ciągu realizacji danego programu studiów?|W wyniku powtarzania można przedłużyć studia maksymalnie o rok i tylko raz w ciągu realizacji danego programu studiów.
Pod jakim adresem e-mail można skontaktować się z dziekanatem w sprawach socjalnych?|W sprawach socjalnych z dziekanatem należy kontaktować się pod adresem e-mail: wks.wmini@pw.edu.pl.
W jakim pokoju na wydziale urzęduje dr hab. inż. Jerzy Balicki?|Dr hab. inż. Jerzy Balicki urzęduje w pokoju 403 w Gmachu MiNI na Kampusie Głównym PW.
Kto ustala zasady dofinansowania kosztów zakwaterowania i dojazdów dla studenta odbywającego praktykę poza stałym miejscem zamieszkania?|Zasady dofinansowania poniesionych kosztów zakwaterowania i dojazdów ustala Dziekan w porozumieniu z Wydziałową Radą Samorządu Studentów.
Jakie są wymagania wstępne dla przedmiotu Gry kombinatoryczne?|Zgodnie z sylabusem, wymagania wstępne dla przedmiotu Gry kombinatoryczne to: Matematyka dyskretna, Algebra liniowa z geometrią 1-2 oraz Rachunek prawdopodobieństwa.
Do czego służy system Fair Play wykorzystywany na wydziale?|System Fair Play to narzędzie, które służy do ograniczania ściągania podczas zajęć odbywających się w laboratorium komputerowym.
Ile punktów ECTS przypisano do przedmiotu Seminarium dyplomowe na 6 semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych?|Do przedmiotu Seminarium dyplomowe na 6 semestrze studiów na kierunku Matematyka i Analiza Danych przypisano 2 punkty ECTS.
Jakie wstępnie proponowane tematy referatów zaplanowano w ramach przedmiotu Matematyka popularna?|Zgodnie z sylabusem, wstępnie proponowane tematy to: 1. O pierwiastkach wielomianów czyli popularnie o twierdzeniu Galois, 2. O pokrywaniu wielokątów na płaszczyźnie innymi wielokątami, 3. Matematyka Gardnera, 4. O systemach głosowania.
Ile minimalnie punktów należy uzyskać, aby zaliczyć przedmiot Systemy wspomagania decyzji?|Zgodnie z sylabusem, aby zaliczyć przedmiot Systemy wspomagania decyzji, konieczne jest uzyskanie minimum 51 punktów na 100 możliwych do zdobycia.
Przez jaki łączny okres student może otrzymywać świadczenia pomocy materialnej?|"Student może pobierać świadczenia materialne nie dłużej niż przez łączny okres 12 semestrów studiowania
. W ramach tego czasu świadczenia te przysługują przez maksymalnie 9 semestrów na studiach pierwszego stopnia oraz nie dłużej niż przez 7 semestrów na studiach drugiego stopnia
."
W jakim terminie promotor i recenzent powinni zamieścić recenzje pracy dyplomowej w systemie APD?|Zgodnie z Regulaminem studiów PW, promotor oraz recenzent mają obowiązek zamieścić recenzje pracy w systemie APD co najmniej 3 dni przed wyznaczonym terminem egzaminu dyplomowego.
W jakim zakładzie na wydziale pracuje dr inż. Marek Kozłowski?|Dr inż. Marek Kozłowski pracuje w Zakładzie Systemów Przetwarzania Informacji.
Jaki jest całodobowy numer telefonu do Centrum Kierowania Straży Akademickiej PW?|Numer telefonu do Całodobowego Centrum Kierowania Straży Akademickiej PW to 22 234 66 66.
W jakie dni tygodnia i w jakich godzinach otwarty jest dziekanat na wydziale?|Dziekanat jest czynny w poniedziałki, wtorki, czwartki i piątki w godzinach od 11:00 do 14:00, natomiast w środy pozostaje nieczynny.
Jaki jest bezpośredni link do zbiórki na portalu zrzutka.pl organizowanej w ramach akcji Szlachetna Paczka na PW?|Bezpośredni link do zbiórki na zrzutka.pl w ramach akcji Szlachetna Paczka na PW to: https://zrzutka.pl/ufdk93.
Ile punktów ECTS, nie wliczając praktyk, trzeba minimalnie uzyskać, aby zarejestrować się na 3 semestr studiów pierwszego stopnia?|Aby uzyskać rejestrację na 3 semestr studiów pierwszego stopnia, należy zdobyć co najmniej 40 punktów ECTS (z 60 możliwych do uzyskania na pierwszym roku studiów).
Ile punktów ECTS przypisano do przedmiotu Wstęp do uczenia maszynowego na 5 semestrze studiów inżynierskich na kierunku Inżynieria i Analiza Danych?|Do przedmiotu Wstęp do uczenia maszynowego na 5 semestrze przypisano 4 punkty ECTS.
Jaki dokument tożsamości powinien leżeć na stole studenta podczas sprawdzianu lub egzaminu?|Zgodnie z procedurą przeprowadzania sprawdzianów na wydziale, na stole studenta powinna leżeć legitymacja studencka lub dowód osobisty.
Czy porozumienie w sprawie praktyk studenckich można dostarczyć w formie skanu?|Nie, porozumienie jest jedynym dokumentem, który trzeba koniecznie dostarczyć w formie papierowej, chyba że zostało podpisane kwalifikowanym podpisem elektronicznym.
W jakie dni i w jakich godzinach odbywa się dyżur pełnomocnika ds. praktyk, dr. inż. Łukasza Błaszczyka?|Dyżur zdalny pełnomocnika ds. praktyk odbywa się w czwartki w godzinach od 12:15 do 13:45.
Jakie jest przeznaczenie systemu Fair Play na wydziale MiNI?|System Fair Play służy do ograniczania zjawiska ściągania podczas zajęć odbywających się w laboratorium komputerowym.
Ile punktów minimalnie trzeba uzyskać, aby zaliczyć przedmiot Systemy wspomagania decyzji?|Aby zaliczyć ten przedmiot, student musi uzyskać co najmniej 51 punktów ze 100 możliwych.
Na ile dni przed terminem egzaminu dyplomowego promotor i recenzent powinni zamieścić recenzje pracy w systemie APD?|Zgodnie z wytycznymi, promotor oraz recenzent muszą zamieścić recenzje pracy dyplomowej w systemie APD co najmniej 3 dni przed terminem egzaminu dyplomowego.
Jakie przedmioty i dokumenty mogą znajdować się na stole studenta podczas pisania sprawdzianu lub egzaminu?|Na stole mogą leżeć wyłącznie przedmioty niezbędne do pisania (np. długopis, kartki papieru podpisane imieniem i nazwiskiem) oraz dokument tożsamości, czyli legitymacja studencka lub dowód osobisty.
Kto pełni funkcję Prodziekana ds. Nauczania na Wydziale MiNI?|Funkcję Prodziekana ds. Nauczania na Wydziale MiNI pełni dr inż. Krzysztof Kaczmarski.
Na ile dni przed terminem egzaminu dyplomowego promotor i recenzent mają obowiązek zamieścić recenzje w systemie APD?|Promotor oraz recenzent muszą zamieścić recenzje pracy dyplomowej w systemie APD na co najmniej 3 dni przed terminem egzaminu dyplomowego.
tutaj wpisz jedno konkretne pytanie studenta|tutaj wpisz krótką odpowiedź
"W jakich godzinach i w jakiej sali odbywają się ćwiczenia z przedmiotu ""Kreatywne zarządzanie"" dla grupy 1 na pierwszym semestrze Informatyki i Systemów Informacyjnych?"|"Ćwiczenia z ""Kreatywnego zarządzania"" dla grupy 1 odbywają się w godzinach 14:15-16:00 w sali 105. Zajęcia te charakteryzują się niestandardową częstotliwością, a prowadzi je Alina Naruniec."
Gdzie i w jakich godzinach odbywał się Kiermasz Świąteczny Politechniki Warszawskiej w dniach 5-6 grudnia 2024 roku?|Kiermasz odbywał się na placu przed Gmachem Głównym Politechniki Warszawskiej w godzinach 10:00-17:00.
Kto ma pierwszeństwo przy przyznawaniu kart parkingowych uprawniających do korzystania z miejsc będących w dyspozycji Wydziału MiNI?|Pierwszeństwo przy przyznawaniu kart parkingowych posiadają osoby, których stan zdrowia uniemożliwia lub w znacznym stopniu utrudnia korzystanie z komunikacji miejskiej.
W jakie dni tygodnia i w jakich godzinach jest czynny dziekanat Wydziału MiNI, a w który dzień tygodnia jest zamknięty?|Dziekanat jest czynny w poniedziałki, wtorki, czwartki i piątki w godzinach od 11:00 do 14:00. W środy dziekanat jest nieczynny.
Z kim i pod jakim adresem e-mail należy kontaktować się na Wydziale MiNI w sprawach dotyczących studenckich programów wymiany międzynarodowej (np. Erasmus)?|Sprawami wymiany międzynarodowej zajmuje się Pełnomocnik Dziekana, dr Paweł Wójcicki, z którym należy kontaktować się pod adresem erasmus.mini@pw.edu.pl.
W jakiej formie i gdzie dokładnie należy składać wnioski o stypendium socjalne, zapomogę oraz stypendium rektora?|"Wnioski te należy składać w formie elektronicznej za pośrednictwem systemu USOSWeb, przechodząc do zakładki ""dla wszystkich"", a następnie wybierając ""wnioski""."
Ile minimalnie punktów ECTS musi uzyskać student studiów pierwszego stopnia, aby otrzymać rejestrację na semestr 2?|Przy rejestracji na semestr 2 student musi uzyskać co najmniej 16 punktów ECTS, przy czym do tego limitu nie wlicza się punktów za praktyki.
Jakie wymiary marginesów są zalecane przy formatowaniu tekstu pracy dyplomowej?|Zalecane wymiary marginesów to: 30 mm dla marginesu wewnętrznego, 20 mm dla marginesu zewnętrznego oraz 25 mm dla marginesu górnego i dolnego.
W jaki sposób student powinien złożyć podanie o zmianę grupy studenckiej lub zajęciowej?|"Podanie to należy złożyć w formie elektronicznej za pośrednictwem systemu USOSweb, przechodząc do zakładki ""Dla studentów"", a następnie ""Podania ePW""."
Jaki dokument dotyczący praktyk studenckich jest jedynym, który należy obowiązkowo dostarczyć na wydział w formie papierowej?|Jedynym dokumentem wymaganym w formie papierowej (nie może to być skan) jest porozumienie, chyba że zostało ono podpisane kwalifikowanym podpisem elektronicznym.
W jakim terminie student powinien złożyć wniosek o przeniesienie na inny program studiów?|Wniosek o przeniesienie powinien być złożony nie później niż na 3 tygodnie przed rozpoczęciem semestru.
"Jakie są minimalne wymagania punktowe do zaliczenia przedmiotu ""Zaawansowane programowanie obiektowe i funkcyjne""?"|Do zaliczenia tego przedmiotu konieczne jest zdobycie przynajmniej 50% punktów za cztery zadania programistyczne oraz co najmniej 50% punktów za projekt.
W którym pokoju urzęduje Krzysztof Banecki na Wydziale MiNI i w jaki sposób można się z nim skontaktować?|Krzysztof Banecki urzęduje w pokoju 422 (Gmach MiNI, Kampus Główny PW), a kontakt do niego to e-mail: krzysztof.banecki@pw.edu.pl.
O zwrot jakich kosztów może ubiegać się student starający się o dofinansowanie praktyki odbywanej poza stałym miejscem zamieszkania i siedzibą uczelni?|Student może ubiegać się o dofinansowanie obejmujące koszty zakwaterowania i dojazdów, co jest ustalane indywidualnie w porozumieniu z Dziekanem.
Jakie przedmioty mogą leżeć na stole studenta w trakcie trwania sprawdzianu lub egzaminu na Wydziale MiNI?|Na stole mogą leżeć wyłącznie przedmioty niezbędne do pisania (np. długopis, podpisane kartki papieru) oraz dokument potwierdzający tożsamość, taki jak legitymacja studencka lub dowód osobisty.
Ile razy w ciągu jednego roku akademickiego student może maksymalnie otrzymać zapomogę?|Student może otrzymać zapomogę maksymalnie dwa razy w danym roku akademickim, przy czym nie można otrzymać tego świadczenia dwukrotnie z tytułu tego samego zdarzenia.
"Jakie wsparcie finansowe otrzymuje student uczestniczący w projekcie ""Szkoła Orłów na PW""?"|Uczestnik projektu otrzymuje stypendium w wysokości 1370,70 zł miesięcznie oraz jednorazowy dodatek na pomoce dydaktyczne w kwocie 200 zł brutto.
Na jakim poziomie znajomości języka obcego absolwent powinien potrafić przygotować i przedstawić referat z wynikami badań zgodnie z efektem uczenia się M2_U09?|Zgodnie z efektem M2_U09, absolwent powinien potrafić przedstawić referat w języku obcym zgodnie z wymaganiami określonymi dla poziomu B2+ Europejskiego Systemu Opisu Kształcenia Językowego.
"Z jakich elementów składa się ocena końcowa z przedmiotu ""Wnioskowanie rozmyte"" i ile maksymalnie punktów można z nich uzyskać?"|Podstawą zaliczenia przedmiotu jest wygłoszenie referatu (za co można zdobyć maksymalnie 10 punktów), pisemne opracowanie tego referatu (maksymalnie 20 punktów) oraz aktywność na zajęciach (maksymalnie 10 punktów).
"Kto prowadzi ćwiczenia z przedmiotu ""Kreatywne zarządzanie"" dla grupy 1 na pierwszym semestrze kierunku Informatyka i Systemy Informacyjne (w semestrze zimowym 2025Z) i w jakiej sali się one odbywają?"|"Ćwiczenia z ""Kreatywnego zarządzania"" dla grupy 1 prowadzi Alina Naruniec, a zajęcia odbywają się w sali 105."
Jaka jest maksymalna kwota dochodu netto na osobę w rodzinie, która uprawnia studenta do otrzymania stypendium socjalnego w roku akademickim 2025/2026?|Aby student mógł ubiegać się o stypendium socjalne, próg dochodowy nie może przekroczyć 1908,90 zł netto na osobę w rodzinie.
"Z jakich elementów składa się ocena z przedmiotu ""Matematyka popularna"" i ile maksymalnie punktów można za nie uzyskać?"|Ocena z tego przedmiotu opiera się na przygotowanej prezentacji, jej poprawności merytorycznej i sposobie przedstawienia (za co można zdobyć maksymalnie 30 punktów), a także na aktywności uczestnika w czasie wystąpień innych osób (maksymalnie 20 punktów).
