pytanie,odpowiedz_wygenerowana
W jakim terminie zespół rozpoczyna realizację pracy dyplomowej inżynierskiej?,"Zespół rozpoczyna realizację pracy dyplomowej inżynierskiej w ramach zajęć z przedmiotu „projekt zespołowy”, które odbywają się w pierwszej połowie ostatniego semestru studiów pierwszego stopnia."
Na ile dni przed terminem egzaminu dyplomowego promotor i recenzent muszą zamieścić recenzje pracy w systemie APD?,Promotor i recenzent muszą zamieścić recenzje pracy w systemie APD co najmniej trzy dni przed terminem egzaminu dyplomowego.
Jakie przedmioty są wymagane jako wstępne przed zapisaniem się na przedmiot Gry kombinatoryczne?,"Wymagane przedmioty wstępne przed zapisaniem się na przedmiot **Gry kombinatoryczne** to:

- Matematyka dyskretna  
- Algebra liniowa  
- Rachunek prawdopodobieństwa (elementy probabilistyki)  
- Programowanie obiektowe  
- Procesory graficzne w zastosowaniach obliczeniowych  
- Programowanie C/C++  
- Algorytmy i struktury danych  
- Metody numeryczne"
Ile maksymalnie punktów można uzyskać za aktywność w czasie wystąpień kolegów na przedmiocie Matematyka popularna?,"Maksymalna liczba punktów, jaką można uzyskać za aktywność w czasie wystąpień kolegów na przedmiocie Matematyka popularna, wynosi 20 punktów."
"Jaki jest maksymalny próg dochodowy netto na osobę w rodzinie, aby student mógł ubiegać się o stypendium socjalne?","Maksymalny próg dochodowy netto na osobę w rodzinie, aby student mógł ubiegać się o stypendium socjalne, wynosi 1 908,90 zł."
Czy podczas sprawdzianu student może używać urządzenia komunikacyjnego jako kalkulatora?,"Nie, podczas sprawdzianu student nie może używać urządzenia komunikacyjnego jako kalkulatora. Zgodnie z obowiązującymi wytycznymi żadne urządzenia umożliwiające komunikację nie mogą służyć jako kalkulatory."
"Ile punktów ECTS trzeba uzyskać, aby zarejestrować się na drugi semestr na studiach pierwszego stopnia?","Aby zarejestrować się na drugi semestr studiów pierwszego stopnia, należy uzyskać co najmniej 16 ECTS."
W jakiej sytuacji student może ubiegać się o dofinansowanie kosztów odbywania praktyk studenckich?,"Student może ubiegać się o dofinansowanie kosztów praktyk studenckich, gdy spełnione są następujące warunki:  

1. praktyka jest odbywana poza stałym miejscem zamieszkania studenta oraz poza siedzibą Politechniki Warszawskiej;  
2. koszty zakwaterowania i dojazdów są rzeczywiście poniesione i należycie udokumentowane (np. rachunki, bilety, umowy najmu);  
3. praktyka wynika z programu studiów i jest obowiązkowa lub uzgodniona w ramach indywidualnego programu praktyki zatwierdzonego przez Pełnomocnika Dziekana ds. Praktyk Studenckich;  
4. student posiada podpisane porozumienie o organizacji praktyki pomiędzy wydziałem, podmiotem zewnętrznym i sobą;  
5. wniosek o dofinansowanie zostaje złożony zgodnie z obowiązującymi od 3 kwietnia 2025 r. zasadami i po uzyskaniu zgody odpowiedniego prodziekana (np. ds. Studenckich).  

W sytuacji, gdy wszystkie powyższe kryteria są spełnione, student może ubiegać się o przyznanie środków na pokrycie kosztów zakwaterowania i dojazdów związanych z praktyką."
Ile punktów ECTS przypisano do przedmiotu Siła nauki - granice poznania?,Liczba punktów ECTS przypisanych do przedmiotu „Siła nauki – granice poznania” wynosi 4.
W jakich pokojach znajduje się gabinet dr. inż. Krzysztofa Kaczmarskiego?,Gabinet dr inż. Krzysztofa Kaczmarskiego znajduje się w pokoju 28 w Gmachu MiNI na Kampusie Głównym Politechniki Warszawskiej.
Na ile dni przed egzaminem dyplomowym promotor i recenzent muszą zamieścić recenzje pracy w systemie APD?,Promotor i recenzent muszą zamieścić recenzje pracy w systemie APD nie później niż 3 dni przed terminem egzaminu dyplomowego.
Jakie przedmioty są wymagane jako wstępne do wzięcia udziału w zajęciach Gry kombinatoryczne?,"Wymaganiami wstępnymi do przedmiotu Gry kombinatoryczne są następujące przedmioty i umiejętności:

- Matematyka dyskretna  
- Algebra liniowa  
- Rachunek prawdopodobieństwa (elementy probabilistyki)  
- Programowanie obiektowe  
- Procesory graficzne w zastosowaniach obliczeniowych  
- Programowanie C/C++  
- Algorytmy i struktury danych  
- Metody numeryczne"
Do kogo pracownik składa wniosek o wyrażenie zgody na odbycie przez studenta praktyk wewnętrznych na Wydziale MiNI?,Pracownik składa wniosek o wyrażenie zgody na odbycie przez studenta praktyk wewnętrznych do Prodziekana ds. Studenckich.
Pod jakim numerem telefonu należy kontaktować się z dziekanatem w sprawach toku studiów dla kierunku Inżynieria i Analiza Danych?,W sprawach toku studiów dla kierunku Inżynieria i Analiza Danych należy dzwonić pod numer 22 234‑59‑22.
Czy absolwent specjalności Statystyka matematyczna i analiza danych (SMAD) potrafi przeprowadzić nieparametryczną estymację funkcji regresji?,"Tak, absolwent specjalności Statystyka Matematyczna i Analiza Danych posiada wiedzę i umiejętności niezbędne do przeprowadzania nieparametrycznej estymacji funkcji regresji."
Jaki dokument potwierdzający tożsamość powinien leżeć na stole studenta w trakcie trwania sprawdzianu lub egzaminu?,Na stole studenta powinna leżeć osobista legitymacja studencka lub dowód osobisty.
"Ile minimalnie punktów ECTS należy uzyskać, aby zarejestrować się na 4 semestr studiów pierwszego stopnia?",Minimalna liczba punktów ECTS wymagana do rejestracji na 4 semestr studiów pierwszego stopnia wynosi 45 ECTS.
Jaki odsetek najlepszych studentów danego kierunku może otrzymać stypendium rektora?,Stypendium rektora może otrzymać maksymalnie 8 % najlepszych studentów danego kierunku.
Pod jakim numerem telefonu jest dostępne Całodobowe Centrum Kierowania Straży Akademickiej PW?,22 234 66 66.
Ile punktów można maksymalnie uzyskać za aktywność w czasie wystąpień kolegów na zajęciach z przedmiotu Matematyka popularna?,"Maksymalna liczba punktów, jaką można uzyskać za aktywność w czasie wystąpień kolegów na zajęciach z przedmiotu Matematyka popularna, wynosi 20 punktów."
W jaki sposób należy złożyć podanie o urlop zdrowotny?,"Podanie o urlop zdrowotny należy pobrać z systemu USOSweb, wypełnić je danymi osobowymi oraz wskazać okres planowanego urlopu, a następnie dołączyć orzeczenie uprawnionego lekarza. Gotowy wniosek wraz z załącznikami należy złożyć w dziekanacie – osobiście lub przesłać skan dokumentu na adres e‑mail dziekanatu. Decyzję o przyznaniu urlopu podejmuje dziekan na podstawie przedstawionego orzeczenia lekarskiego. Po uzyskaniu zgody dziekanat zwraca podpisane podanie, które pracownik powinien zachować jako potwierdzenie przyznanego urlopu."
"Czy mogę ubiegać się o dofinansowanie kosztów zakwaterowania i dojazdów, jeśli odbywam praktykę poza siedzibą Uczelni i miejscem stałego zamieszkania?","Tak, możesz ubiegać się o dofinansowanie poniesionych i należycie udokumentowanych kosztów zakwaterowania oraz dojazdów, jeżeli praktyka odbywa się poza siedzibą uczelni i poza Twoim stałym miejscem zamieszkania. Wniosek należy złożyć zgodnie z obowiązującymi procedurami, dołączając wymagane dokumenty potwierdzające wydatki."
"Ile minimalnie punktów z zadania projektowego trzeba zdobyć, aby zaliczyć przedmiot Wnioskowanie rozmyte?","Minimalna liczba punktów, którą należy uzyskać z zadania projektowego, wynosi 16 punktów."
Na ile dni przed terminem egzaminu dyplomowego promotor oraz recenzent muszą zamieścić recenzje w systemie APD?,Promotor i recenzent muszą zamieścić recenzje pracy dyplomowej w systemie APD co najmniej 3 dni przed wyznaczonym terminem egzaminu dyplomowego.
Ile czasu czeka się na wydanie duplikatu elektronicznej legitymacji studenckiej (ELS)?,Na wydanie duplikatu elektronicznej legitymacji studenckiej (ELS) należy liczyć od 7 do 10 dni roboczych.
Z czego składa się część opisowa Zespołowej Pracy Przejściowej (ZPP)?,"Część opisowa Zespołowej Pracy Przejściowej (ZPP) obejmuje ogólny opis rozwiązywanego zagadnienia oraz indywidualne opisy, w których każdy z członków zespołu przedstawia wykonany przez siebie fragment pracy – zarówno wkład w część praktyczną, jak i w część opisową projektu."
W jakich pokojach w Gmachu MiNI można znaleźć dr. inż. Krzysztofa Kaczmarskiego?,dr inż. Krzysztof Kaczmarski ma pokój nr 28 w Gmachu MiNI na Kampusie Głównym PW.
Pod jakim numerem telefonu można skontaktować się z dziekanatem w sprawach dotyczących kierunku Inżynieria i Analiza Danych?,Numer telefonu do Dziekanatu w sprawach dotyczących kierunku Inżynieria i Analiza Danych to 22 234‑59‑22.
Jakie przedmioty stanowią wymagania wstępne do uczestnictwa w zajęciach z przedmiotu Gry kombinatoryczne?,"Wymagania wstępne do przedmiotu **Gry kombinatoryczne** obejmują następujące przedmioty i zagadnienia:

- Matematyka dyskretna  
- Algebra liniowa  
- Rachunek prawdopodobieństwa  
- Elementy probabilistyki  
- Analiza matematyczna 1  
- Analiza matematyczna 2  
- Analiza matematyczna 3 (w niektórych wersjach wymagań)  
- Analiza funkcjonalna (w niektórych wersjach wymagań)  
- Równania różniczkowe  
- Liczby zespolone i operacje na nich  
- Procesy stochastyczne  
- Statystyka  
- Programowanie i algorytmika (w tym programowanie obiektowe)  
- Wstęp do uczenia maszynowego oraz zaawansowane kursy uczenia maszynowego  
- Podstawy sztucznej inteligencji  

Wymagania te mogą się nieco różnić w zależności od konkretnej edycji przedmiotu, ale powyższa lista zawiera wszystkie elementy wymienione w dostępnych źródłach."
Do kogo nauczyciel akademicki składa wniosek o wyrażenie zgody na odbycie przez studenta praktyki wewnętrznej na Wydziale MiNI?,Nauczyciel akademicki składa wniosek o wyrażenie zgody na odbycie przez studenta praktyki wewnętrznej do Prodziekana ds. Studenckich.
Jakie są konsekwencje stwierdzenia niesamodzielności pracy studenta podczas sprawdzianu?,"Stwierdzenie niesamodzielności pracy studenta podczas weryfikacji efektów uczenia się skutkuje utratą prawa do zaliczenia przedmiotu w bieżącej realizacji. Dodatkowo, w zależności od sytuacji, może to mieć wpływ na dalsze uprawnienia, np. brak możliwości otrzymania zapomogi po utracie statusu studenta."
"Ile punktów ECTS musi uzyskać student pierwszego stopnia, aby zarejestrować się na czwarty semestr studiów?","Student pierwszego stopnia musi mieć uzyskane co najmniej 45 punktów ECTS, aby móc zarejestrować się na czwarty semestr studiów."
"Jaki jest maksymalny próg dochodowy na osobę w rodzinie, aby móc otrzymać stypendium socjalne?","Maksymalny próg dochodowy na osobę w rodzinie, uprawniający do otrzymania stypendium socjalnego, wynosi 1 908,90 zł."
"Ile tygodni praktyk studenckich musi zaliczyć do końca 3 semestru student na kierunku Matematyka (studia drugiego stopnia, specjalność: Indywidualne Studia Matematyczne)?","Student na kierunku Matematyka (studia drugiego stopnia, specjalność Indywidualne Studia Matematyczne) musi zaliczyć praktyki trwające 3 tygodnie do końca semestru III."
"Ile minimum punktów trzeba uzyskać, aby zaliczyć przedmiot Systemy wspomagania decyzji?",Minimum wymagane do zaliczenia przedmiotu Systemy wspomagania decyzji wynosi 51 punktów na 100 możliwych.
Czy muszę złożyć w dziekanacie wydrukowany egzemplarz pracy dyplomowej?,"Nie, w dziekanacie nie składa się wydrukowanego egzemplarza pracy dyplomowej. Należy jedynie przedłożyć pracę w formie elektronicznej (plik PDF) oraz spełnić pozostałe wymogi określone w regulaminie."
W jakich godzinach i dniach otwarty jest dziekanat dla studentów?,"Dziekanat jest otwarty w poniedziałki, wtorki, czwartki i piątki w godzinach 11:00–14:00. W środę jest nieczynny."
Pod jakim adresem e-mail można skontaktować się z dr hab. inż. Agnieszką Jastrzębską?,Z kontaktu z dr hab. inż. Agnieszką Jastrzębską można skorzystać pod adresem e‑mail: agnieszka.jastrzebska.mini@pw.edu.pl.
Czego dotyczy efekt uczenia się o symbolu MAD2SMAD_U05 dla specjalności Statystyka matematyczna i analiza danych (SMAD)?,Nie mam tej informacji w dostępnych zasobach.
Do kogo pracownik składa wniosek o wyrażenie zgody na odbycie przez studenta praktyk wewnętrznych na wydziale?,Pracownik składa wniosek o wyrażenie zgody na odbycie przez studenta praktyk wewnętrznych na wydziale do Prodziekana ds. Studenckich.
Ile punktów ECTS otrzymam za zaliczenie przedmiotu Siła nauki - granice poznania?,Za zaliczenie przedmiotu Siła nauki – granice poznania otrzymasz 4 punkty ECTS.
Gdzie studenci powinni odłożyć swoje torby w trakcie pisania sprawdzianu lub egzaminu?,"Torby powinny być odłożone pod ścianą sali, w miejscu oddalonym od studentów."
Ile maksymalnie razy można powtarzać rok w ciągu realizacji danego programu studiów?,Maksymalnie raz w ciągu realizacji danego programu studiów.
Pod jakim adresem e-mail można skontaktować się z dziekanatem w sprawach socjalnych?,W sprawach socjalnych można kontaktować się z dziekanatem pod adresem e‑mail wks.wmini@pw.edu.pl.
W jakim pokoju na wydziale urzęduje dr hab. inż. Jerzy Balicki?,"Pokój dr hab. inż. Jerzego Balickiego znajduje się w Gmachu MiNI, pokój 403."
Kto ustala zasady dofinansowania kosztów zakwaterowania i dojazdów dla studenta odbywającego praktykę poza stałym miejscem zamieszkania?,Zasady dofinansowania kosztów zakwaterowania i dojazdów ustala Dziekan w porozumieniu z Wydziałową Radą Samorządu Studentów.
Jakie są wymagania wstępne dla przedmiotu Gry kombinatoryczne?,"Wymagania wstępne dla przedmiotu Gry kombinatoryczne to: matematyka dyskretna, algebra liniowa, rachunek prawdopodobieństwa, elementy probabilistyki, analiza matematyczna 1 i 2, liczby zespolone i działania na nich, analiza 1, analiza 2, równania różniczkowe, procesy stochastyczne, programowanie i algorytmika, podstawy sztucznej inteligencji, statystyka, analiza 3, analiza funkcjonalna, programowanie obiektowe oraz wstępny lub zaawansowany kurs uczenia maszynowego."
Do czego służy system Fair Play wykorzystywany na wydziale?,"System Fair Play służy do ograniczania komunikacji elektronicznej w laboratoriach komputerowych podczas punktowanych zaliczeń, aby zapobiegać ściąganiu i zapewnić uczciwe warunki egzaminacyjne."
Ile punktów ECTS przypisano do przedmiotu Seminarium dyplomowe na 6 semestrze studiów pierwszego stopnia na kierunku Matematyka i Analiza Danych?,Nie mam tej informacji w dostępnych zasobach.
Jakie wstępnie proponowane tematy referatów zaplanowano w ramach przedmiotu Matematyka popularna?,Wstępnie proponowane tematy referatów w ramach przedmiotu Matematyka popularna to: O pierwiastkach wielomianów czyli popularnie o twierdzeniu Galois; O systemach głosowania; Matematyka Gardnera; O pokrywaniu wielokątów na płaszczyźnie innymi wielokątami.
